Total: 4706, Correct: 3828, Accuracy:0.813430
Details:
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\100_1_0_20170117195420803.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\58_1_0_20170110154135560.jpg.chip.jpg', 'white', 'white', '>=80', 98.8873839378357)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\58_1_0_20170117154253562.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170104184923262.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170104185901246.jpg.chip.jpg', 'white', 'white', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170105173420933.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170108235700268.jpg.chip.jpg', 'white', 'white', '>=80', 99.6278703212738)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170109010613005.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170109011033488.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170109012750162.jpg.chip.jpg', 'white', 'white', '>=80', 99.99877214431763)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170109143000485.jpg.chip.jpg', 'white', 'white', '>=80', 98.75004291534424)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170111171747529.jpg.chip.jpg', 'white', 'white', '>=80', 99.99943971633911)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170111203739692.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_0_0_20170111203940975.jpg.chip.jpg', 'white', 'white', '>=80', 99.99991655349731)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_1_0_20170110131916835.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_1_0_20170110141538799.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\59_1_0_20170110141807087.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_0_0_20170110212834628.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_0_0_20170110213554657.jpg.chip.jpg', 'white', 'white', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_0_0_20170110215956675.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109191942666.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109192447108.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109193702627.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109194051532.jpg.chip.jpg', 'white', 'white', '>=80', 81.82987570762634)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109194113052.jpg.chip.jpg', 'white', 'white', '>=80', 99.99984502792358)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109194215705.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109201733901.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\5_1_0_20170109202322291.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170104170240505.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170104184725621.jpg.chip.jpg', 'white', 'white', '>=80', 99.19247031211853)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170109013439834.jpg.chip.jpg', 'white', 'asian', '>=80', 84.87610816955566)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170111171747538.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170111203255875.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170111204658174.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170111204805716.jpg.chip.jpg', 'white', 'white', '>=80', 99.99574422836304)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170113184242864.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170116235438949.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170117092311960.jpg.chip.jpg', 'white', 'asian', '>=80', 81.74641728401184)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170117135823609.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170117160535000.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170117160634375.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170117162820707.jpg.chip.jpg', 'white', 'white', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170117162829219.jpg.chip.jpg', 'white', 'white', '>=80', 99.99654293060303)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170117192255540.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170120220406122.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170120221103380.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170120221518539.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170120222250991.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170120222420751.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_0_0_20170120223409123.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110122932443.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110123131564.jpg.chip.jpg', 'white', 'white', '>=80', 99.99927282333374)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110131859302.jpg.chip.jpg', 'white', 'white', '>=80', 99.99995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110135905294.jpg.chip.jpg', 'white', 'white', '>=80', 99.99703168869019)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110140651218.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110140847057.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110141334072.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110141351728.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110141612400.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110141756847.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110141826799.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110143505801.jpg.chip.jpg', 'white', 'asian', '<80', 72.15180397033691)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110143543095.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110151507697.jpg.chip.jpg', 'white', 'white', '>=80', 99.9996542930603)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110152845240.jpg.chip.jpg', 'white', 'white', '>=80', 92.73462295532227)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110152946835.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110154619614.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170110184058156.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\60_1_0_20170117130514218.jpg.chip.jpg', 'white', 'white', '>=80', 99.96125102043152)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170104213323109.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170105173654895.jpg.chip.jpg', 'white', 'white', '<80', 66.11999273300171)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170111171747577.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170111202300415.jpg.chip.jpg', 'white', 'white', '>=80', 99.96168613433838)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170111222237144.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170116235403701.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170117192036844.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_0_0_20170117194619461.jpg.chip.jpg', 'white', 'white', '>=80', 99.9998927116394)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_1_0_20170110173800240.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_1_0_20170117174758733.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\61_1_0_20170117175115575.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170104170229321.jpg.chip.jpg', 'white', 'indian', '>=80', 95.6813633441925)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170105164057133.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170111193832899.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170111200849717.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170111204505433.jpg.chip.jpg', 'white', 'white', '>=80', 99.9995470046997)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170111204633236.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170111205142071.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170111205219231.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170111210035323.jpg.chip.jpg', 'white', 'white', '>=80', 99.99912977218628)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170113185402879.jpg.chip.jpg', 'white', 'white', '>=80', 99.99990463256836)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170120223836366.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_0_0_20170120223929774.jpg.chip.jpg', 'white', 'white', '>=80', 99.99992847442627)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_1_0_20170110131856737.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_1_0_20170110140759145.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_1_0_20170110160643751.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_1_0_20170110173800240.jpg.chip.jpg', 'white', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\62_1_0_20170110180540639.jpg.chip.jpg', 'white', 'white', '>=80', 99.96731281280518)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170105180927239.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170109012637610.jpg.chip.jpg', 'white', 'white', '>=80', 99.96786117553711)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170111171747601.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170111193827549.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170111200740138.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170113210319759.jpg.chip.jpg', 'white', 'asian', '>=80', 99.99974966049194)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170117194911622.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170117194914689.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170117194948539.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170117195022504.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_0_0_20170120223438029.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_1_0_20170109150950547.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_1_0_20170110122257987.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\63_1_0_20170117204830488.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_0_0_20170111171747624.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_0_0_20170111222707336.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_0_0_20170117155544840.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_0_0_20170120222811411.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_0_0_20170120223401173.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_1_0_20170110131951168.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_1_0_20170110132112143.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\64_1_0_20170110154140951.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170103183632050.jpg.chip.jpg', 'white', 'white', '>=80', 99.99805688858032)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170104184048158.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170104185810566.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170104213544876.jpg.chip.jpg', 'white', 'white', '>=80', 99.97819066047668)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170111203557764.jpg.chip.jpg', 'white', 'black', '>=80', 99.18935894966125)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170111204905982.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170111210002336.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170111210651348.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170113190804729.jpg.chip.jpg', 'white', 'white', '>=80', 99.96628761291504)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170117153706996.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170117160712302.jpg.chip.jpg', 'white', 'white', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170117162843250.jpg.chip.jpg', 'white', 'indian', '>=80', 99.99946355819702)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170117171106484.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170117171238997.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170117185953586.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170117191827251.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170120223009912.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170120223336620.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170120223704629.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_0_0_20170120224023991.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170110140804905.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170110141348912.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170110150303627.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170110151430189.jpg.chip.jpg', 'white', 'white', '>=80', 99.82650876045227)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170110175333844.jpg.chip.jpg', 'white', 'white', '>=80', 99.99831914901733)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170110182826116.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170117172124978.jpg.chip.jpg', 'white', 'white', '>=80', 99.9875545501709)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170117173004744.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170120133545325.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170120222039350.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170120224801168.jpg.chip.jpg', 'white', 'white', '>=80', 99.99456405639648)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\65_1_0_20170120225024135.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_0_0_20170104002319293.jpg.chip.jpg', 'white', 'white', '>=80', 86.57573461532593)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_0_0_20170104184119566.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_0_0_20170104213607429.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_0_0_20170109013237361.jpg.chip.jpg', 'white', 'white', '>=80', 99.97757077217102)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110123225778.jpg.chip.jpg', 'white', 'white', '>=80', 99.99978542327881)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110132135290.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110132405672.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110140456209.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110140711170.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110140814578.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110140921650.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110140952713.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110141312880.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110160643970.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\66_1_0_20170110160644016.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\67_0_0_20170104200734185.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\67_0_0_20170104213337429.jpg.chip.jpg', 'white', 'white', '>=80', 99.9900221824646)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\67_0_0_20170104213345869.jpg.chip.jpg', 'white', 'white', '>=80', 98.42721223831177)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\67_0_0_20170105172950852.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\67_0_0_20170108235729190.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\67_0_0_20170109002906472.jpg.chip.jpg', 'white', 'white', '>=80', 99.9971866607666)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\67_0_0_20170117163339177.jpg.chip.jpg', 'white', 'asian', '>=80', 99.27759170532227)
